Tipo_Error,Archivo,Linea,Valor_Error,Descripción
Advertencia,AM,589,J01CD016102,Este valor no esta en el archivo de códigos
Advertencia,AM,590,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,591,J01CD016102,Este valor no esta en el archivo de códigos
Advertencia,AM,592,1980020-03,Este valor no esta en el archivo de códigos
Advertencia,AM,593,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,594,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,595,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,596,19948782-03,Este valor no esta en el archivo de códigos
Advertencia,AM,597,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,598,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,599,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,600,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,601,19948782-03,Este valor no esta en el archivo de códigos
Advertencia,AM,602,19942378-01,Este valor no esta en el archivo de códigos
Advertencia,AM,603,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,604,A10BG004011,Este valor no esta en el archivo de códigos
Advertencia,AM,605,G01AM020501,Este valor no esta en el archivo de códigos
Advertencia,AM,606,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,607,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,608,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,609,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,610,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,611,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,612,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,613,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,614,A11DT009141,Este valor no esta en el archivo de códigos
Advertencia,AM,615,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,616,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,617,19924350-01,Este valor no esta en el archivo de códigos
Advertencia,AM,618,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,619,G03AC06,Este valor no esta en el archivo de códigos
Advertencia,AM,620,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,621,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,622,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,623,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,624,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,625,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,626,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,627,1980389-01,Este valor no esta en el archivo de códigos
Advertencia,AM,628,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,629,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,630,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,631,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,632,C07AM017162,Este valor no esta en el archivo de códigos
Advertencia,AM,633,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,634,C03DE008012,Este valor no esta en el archivo de códigos
Advertencia,AM,635,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,636,44392-01,Este valor no esta en el archivo de códigos
Advertencia,AM,637,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,638,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,639,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,640,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,641,19914262-01,Este valor no esta en el archivo de códigos
Advertencia,AM,642,C02CP026011,Este valor no esta en el archivo de códigos
Advertencia,AM,643,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,644,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,645,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,646,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,647,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,648,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,649,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,650,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,651,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,652,A06AB010021,Este valor no esta en el archivo de códigos
Advertencia,AM,653,D07AB004321,Este valor no esta en el archivo de códigos
Advertencia,AM,654,D01AC031321,Este valor no esta en el archivo de códigos
Advertencia,AM,655,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,656,19944374-06,Este valor no esta en el archivo de códigos
Advertencia,AM,657,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,658,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,659,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,660,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,661,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,662,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,663,N03AF003013,Este valor no esta en el archivo de códigos
Advertencia,AM,664,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,665,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,666,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,667,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,668,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,669,17144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,670,19934507-01,Este valor no esta en el archivo de códigos
Advertencia,AM,671,19912860-01,Este valor no esta en el archivo de códigos
Advertencia,AM,672,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,673,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,674,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,675,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,676,N03AC021012,Este valor no esta en el archivo de códigos
Advertencia,AM,677,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,678,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,679,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,680,19969274-01,Este valor no esta en el archivo de códigos
Advertencia,AM,681,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,682,H02AP027011,Este valor no esta en el archivo de códigos
Advertencia,AM,683,17135-01,Este valor no esta en el archivo de códigos
Advertencia,AM,684,19934983-01,Este valor no esta en el archivo de códigos
Advertencia,AM,685,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,686,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,687,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,688,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,689,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,690,G01AM020501,Este valor no esta en el archivo de códigos
Advertencia,AM,691,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,692,P02CA008011,Este valor no esta en el archivo de códigos
Advertencia,AM,693,19950177-01,Este valor no esta en el archivo de códigos
Advertencia,AM,694,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,695,D07AB004321,Este valor no esta en el archivo de códigos
Advertencia,AM,696,A10BG004011,Este valor no esta en el archivo de códigos
Advertencia,AM,697,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,698,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,699,A10AI008702,Este valor no esta en el archivo de códigos
Advertencia,AM,700,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,701,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,702,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,703,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,704,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,705,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,706,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,707,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,708,N04BL003011,Este valor no esta en el archivo de códigos
Advertencia,AM,709,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,710,19914262-01,Este valor no esta en el archivo de códigos
Advertencia,AM,711,19950478-01,Este valor no esta en el archivo de códigos
Advertencia,AM,712,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,713,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,714,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,715,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,716,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,717,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,718,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,719,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,720,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,721,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,722,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,723,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,724,17135-01,Este valor no esta en el archivo de códigos
Advertencia,AM,725,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,726,205264-01,Este valor no esta en el archivo de códigos
Advertencia,AM,727,19950478-01,Este valor no esta en el archivo de códigos
Advertencia,AM,728,D01AC031321,Este valor no esta en el archivo de códigos
Advertencia,AM,729,D07AB004321,Este valor no esta en el archivo de códigos
Advertencia,AM,730,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,731,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,732,19956780-01,Este valor no esta en el archivo de códigos
Advertencia,AM,733,19949535-01,Este valor no esta en el archivo de códigos
Advertencia,AM,734,19953919-06,Este valor no esta en el archivo de códigos
Advertencia,AM,735,19936072-01,Este valor no esta en el archivo de códigos
Advertencia,AM,736,19944375-04,Este valor no esta en el archivo de códigos
Advertencia,AM,737,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,738,19942378-01,Este valor no esta en el archivo de códigos
Advertencia,AM,739,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,740,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,741,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,742,20014778-01,Este valor no esta en el archivo de códigos
Advertencia,AM,743,A02BS014011,Este valor no esta en el archivo de códigos
Advertencia,AM,744,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,745,19977699-01,Este valor no esta en el archivo de códigos
Advertencia,AM,746,A06AB010021,Este valor no esta en el archivo de códigos
Advertencia,AM,747,G03AC06,Este valor no esta en el archivo de códigos
Advertencia,AM,748,G03AC06,Este valor no esta en el archivo de códigos
Advertencia,AM,749,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,750,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,751,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,752,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,753,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,754,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,755,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,756,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,757,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,758,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,759,C02CP026011,Este valor no esta en el archivo de códigos
Advertencia,AM,760,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,761,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,762,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,763,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,764,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,765,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,766,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,767,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,768,1981505-06,Este valor no esta en el archivo de códigos
Advertencia,AM,769,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,770,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,771,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,772,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,773,G03AC06,Este valor no esta en el archivo de códigos
Advertencia,AM,774,G03AC06,Este valor no esta en el archivo de códigos
Advertencia,AM,775,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,776,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,777,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,778,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,779,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,780,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,781,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,782,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,783,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,784,A11CC003101,Este valor no esta en el archivo de códigos
Advertencia,AM,785,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,786,N02CE006141,Este valor no esta en el archivo de códigos
Advertencia,AM,787,C08DV016011,Este valor no esta en el archivo de códigos
Advertencia,AM,788,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,789,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,790,H03AL006012,Este valor no esta en el archivo de códigos
Advertencia,AM,791,19955371-01,Este valor no esta en el archivo de códigos
Advertencia,AM,792,19960390-01,Este valor no esta en el archivo de códigos
Advertencia,AM,793,19958767-02,Este valor no esta en el archivo de códigos
Advertencia,AM,794,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,795,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,796,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,797,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,798,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,799,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,800,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,801,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,802,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,803,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,804,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,805,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,806,19924350-01,Este valor no esta en el archivo de códigos
Advertencia,AM,807,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,808,33438-02,Este valor no esta en el archivo de códigos
Advertencia,AM,809,19940779-01,Este valor no esta en el archivo de códigos
Advertencia,AM,810,19924-01,Este valor no esta en el archivo de códigos
Advertencia,AM,811,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,812,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,813,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,814,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,815,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,816,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,817,19908144-01,Este valor no esta en el archivo de códigos
Advertencia,AM,818,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,819,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,820,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,821,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,822,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,823,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,824,19927833-03,Este valor no esta en el archivo de códigos
Advertencia,AM,825,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,826,23947-02,Este valor no esta en el archivo de códigos
Advertencia,AM,827,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,828,H03AL006011,Este valor no esta en el archivo de códigos
Advertencia,AM,829,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,830,19943961-03,Este valor no esta en el archivo de códigos
Advertencia,AM,831,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,832,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,833,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,834,19944375-04,Este valor no esta en el archivo de códigos
Advertencia,AM,835,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,836,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,837,19914806-03,Este valor no esta en el archivo de códigos
Advertencia,AM,838,19965399-06,Este valor no esta en el archivo de códigos
Advertencia,AM,839,B03BF014011,Este valor no esta en el archivo de códigos
Advertencia,AM,840,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,841,19936296-05,Este valor no esta en el archivo de códigos
Advertencia,AM,842,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,843,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,844,17145-02,Este valor no esta en el archivo de códigos
Advertencia,AM,845,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,846,19983869-04,Este valor no esta en el archivo de códigos
Advertencia,AM,847,17134-01,Este valor no esta en el archivo de códigos
Advertencia,AM,848,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,849,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,850,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,851,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,852,19962943-01,Este valor no esta en el archivo de códigos
Advertencia,AM,853,51334-03,Este valor no esta en el archivo de códigos
Advertencia,AM,854,C09AC004011,Este valor no esta en el archivo de códigos
Advertencia,AM,855,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,856,D01AC031321,Este valor no esta en el archivo de códigos
Advertencia,AM,857,40194-02,Este valor no esta en el archivo de códigos
Advertencia,AM,858,19928206-01,Este valor no esta en el archivo de códigos
Advertencia,AM,859,19955566-01,Este valor no esta en el archivo de códigos
Advertencia,AM,860,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,861,C09AC004011,Este valor no esta en el archivo de códigos
Advertencia,AM,862,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,863,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,864,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,865,20002868-02,Este valor no esta en el archivo de códigos
Advertencia,AM,866,N06AA024011,Este valor no esta en el archivo de códigos
Advertencia,AM,867,C03AH006011,Este valor no esta en el archivo de códigos
Advertencia,AM,868,A02BO002101,Este valor no esta en el archivo de códigos
Advertencia,AM,869,19905554-04,Este valor no esta en el archivo de códigos
Advertencia,AM,870,C07AM017161,Este valor no esta en el archivo de códigos
Advertencia,AM,871,19917705-02,Este valor no esta en el archivo de códigos
Advertencia,AM,872,G03AL005161,Este valor no esta en el archivo de códigos
Advertencia,AM,873,19925327-01,Este valor no esta en el archivo de códigos
Advertencia,AM,874,19980450-01,Este valor no esta en el archivo de códigos
Advertencia,AM,875,G03DM004711,Este valor no esta en el archivo de códigos
Advertencia,AM,876,19950177-01,Este valor no esta en el archivo de códigos
Advertencia,AM,877,19999392-03,Este valor no esta en el archivo de códigos
Advertencia,AM,878,230361-01,Este valor no esta en el archivo de códigos
Advertencia,AM,879,19917651-01,Este valor no esta en el archivo de códigos
Advertencia,AM,880,19934768-10,Este valor no esta en el archivo de códigos
Advertencia,AM,881,19948782-03,Este valor no esta en el archivo de códigos
